,listing_id,id,review_date,reviewer_id,reviewer_name,comments,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,review_year,review_month,review_day
169266,10351772,591457389,2020-01-11,37807578,Florence,"Un joli appartement, une grande chambre calme et une belle atmosphère artistique, je me suis sentie comme chez moi. Je recommande vivement.",Belle chambre lumineuse,46449285,Roxana Et André,Lausanne,Lausanne,46.51421,6.65132,Private room,53,2020,01,11
169276,10351772,591919843,2020-01-12,203966059,Marco,"Best place in Lausanne! Nice room, nice Hosts, nice stay.",Belle chambre lumineuse,46449285,Roxana Et André,Lausanne,Lausanne,46.51421,6.65132,Private room,53,2020,01,12
169286,10351772,593517772,2020-01-16,44539216,Noémie,"Le logement est charmant, calme - la chambre quant à elle est grande, lumineuse et dispose d’un balcon. Très bon qualité prix !",Belle chambre lumineuse,46449285,Roxana Et André,Lausanne,Lausanne,46.51421,6.65132,Private room,53,2020,01,16
169296,10351772,593879028,2020-01-17,54933517,François,Acceuil chaleureux et séjours très agréable dans cette maison d'artistes ouverts au monde. Je recommande vivement.,Belle chambre lumineuse,46449285,Roxana Et André,Lausanne,Lausanne,46.51421,6.65132,Private room,53,2020,01,17
169786,10407646,400201146,2019-01-11,81087161,Simone,posto carino e host molto riservato.,"jolie chambre, 5min du lac, UNIL, EPFL, bus",34571286,Myriam,Morges,Denges,46.51563,6.535419999999999,Private room,60,2019,01,11
170144,10471152,596601953,2020-01-23,149216145,Solange,"I had two stays and each time it was really nice, relaxing, comfortable and uncomplicated.   Thank you very much . Solange",Belle chambre ensoleillée à Nyon,15935271,Barbara,Nyon,Nyon,46.38538,6.22598,Private room,60,2020,01,23
170174,10480943,60357343,2016-01-22,54027355,Neal,"Emma was the perfect host ! The apartment is spotless, she is very welcoming, always with a smile on her face. There is a constant supply of tea being made. She couldn't do enough for me. I will definitely be staying again. What a place, definitely my favourite place to stay.",Bedroom in Vevey,54022618,Emma,Riviera-Pays-d'Enhaut,Vevey,46.4636,6.83644,Private room,105,2016,01,22
170184,10480943,127691980,2017-01-20,54027355,Neal,Another fantastic stay,Bedroom in Vevey,54022618,Emma,Riviera-Pays-d'Enhaut,Vevey,46.4636,6.83644,Private room,105,2017,01,20
170559,10496511,60645079,2016-01-25,31653781,Clémence,"Super appartement, conforme aux photos, et avec une vue incroyable. JD a tout fait pour qu'on se sente chez lui comme chez nous. J'y retournerai volontiers lors d'un prochain week-end à Leysin !","Chambre cosy, à 2min du télécabine!",54111585,Julie,Aigle,Leysin,46.34623,7.01515,Private room,80,2016,01,25
171255,10508914,224433415,2018-01-03,42280961,Ivo,"Alles wie geplant und besprochen.

Vielen Dank
Ivo&Gwen",Beautiful apartment in a property,54181655,Séverine,Morges,Montherod,46.498540000000006,6.365419999999999,Entire home/apt,90,2018,01,03
171415,10547188,406091072,2019-01-28,22014257,Donald,The host canceled this reservation 154 days before arrival. This is an automated posting.,Swiss Apartment by Lake Geneva,54392353,Pascal,Riviera-Pays-d'Enhaut,La Tour-de-Peilz,46.45332,6.86234,Entire home/apt,128,2019,01,28
171515,10592843,61111558,2016-01-31,27493061,Melissa,"Cet appartement est merveilleux!  Surtout, nous voudrions bien rester encore chez Céline quand nous allons à Lausanne.  D’abord, l’appartement est exactement comme les photos indiquent:  il était spacieux, décoré joliment et tout était parfaitement propre.  Il était parfait pour nos enfants parce qu’il y avait beaucoup de jouets avec lesquels nos enfants ont bien profité!  Ensuite, Céline est une hôtesse trés attentive. Elle nous a expliqué complètement toutes les choses et elle était accessible tout le temps.  Enfin, elle était généreuse et gentille.  Elle nous a aussi donné quelques petites choses pour nous accueillir chaleureusement.  Pour conclure, nous pouvons le recommander à vous sans hesitation!  Merci, Céline!!",Duplex design de 100m2 avec attique,24255695,Line,Lausanne,Lausanne,46.53852,6.6653,Entire home/apt,100,2016,01,31
171701,10592843,594847135,2020-01-19,21178884,Giovanni,"Line is available for any question and she answers quickly.
The apartment is super-nice and clean.
Strongly recommended",Duplex design de 100m2 avec attique,24255695,Line,Lausanne,Lausanne,46.53852,6.6653,Entire home/apt,100,2020,01,19
172253,10612281,227544916,2018-01-15,165235484,Ozlem,"Celine and her family welcomed us very warmly. They have two lovely kids, and the atmosphere is family friendly. The location was great for us as it was very close to our intended destinations. It is only 30 min driving distance from Geneva airport. We found the general experience positive, my tips for visitors: check if the family has any other visitors with them over your stay as it might get a bit busy, and bring extra pillows. Other than that, I would definitely recommend Celine`s place to future guests.","Queen size bed (180), cosy room in Nyon",34904202,Celine,Nyon,Nyon,46.391280232935046,6.225515670948052,Private room,83,2018,01,15
172260,10612281,227964110,2018-01-17,13628596,Marcello,Great place to stay!,"Queen size bed (180), cosy room in Nyon",34904202,Celine,Nyon,Nyon,46.391280232935046,6.225515670948052,Private room,83,2018,01,17
172267,10612281,230524036,2018-01-28,169127529,Denise,"Chambre très propre avec un grand lit confortable, une salle de bains juste à côté, un accueil fort sympathique et une grande disponibilité.
Quartier calme, facile d'accès, appartement avec ascenseur, nombreuses possibilités de parcage.
Une adresse à retenir et à favoriser : tout était agréable et ok !","Queen size bed (180), cosy room in Nyon",34904202,Celine,Nyon,Nyon,46.391280232935046,6.225515670948052,Private room,83,2018,01,28
172274,10612281,231218998,2018-01-31,39741651,Miguel,all good,"Queen size bed (180), cosy room in Nyon",34904202,Celine,Nyon,Nyon,46.391280232935046,6.225515670948052,Private room,83,2018,01,31
172624,10612281,368069208,2019-01-06,230893163,Gerard,Nous avons apprécier le confort et le calme du bel appartement de Céline,"Queen size bed (180), cosy room in Nyon",34904202,Celine,Nyon,Nyon,46.391280232935046,6.225515670948052,Private room,83,2019,01,06
172631,10612281,405032840,2019-01-26,232907718,Béatrice,Very nice place to stay,"Queen size bed (180), cosy room in Nyon",34904202,Celine,Nyon,Nyon,46.391280232935046,6.225515670948052,Private room,83,2019,01,26
172969,10638075,126590678,2017-01-13,107928440,Bertrand,-,Coin doux en vacances ou voyage d'affaires,54924988,Rosemari,Nyon,Begnins,46.44192243572627,6.248721760726747,Private room,75,2017,01,13
173179,10642370,128892435,2017-01-28,18169116,Andre Luiz,"The view is awesome, perfect spot for winter sports and romantic trips, Nazuna who greeted us is very nice, even give a ride to us at the rail station, communication is easy, definitely recommend to anyone wanting to enjoy Leysin and surrounding areas. ",Colina 403: Ski In/Ski Out Hike In/Hike Out Easy,17053724,L. Jay,Aigle,Leysin,46.34708,7.015560000000001,Entire home/apt,108,2017,01,28
173329,10642370,231219142,2018-01-31,78309195,Max,"Nice Apartment, directly next to the Skilift / ski slope, excellent view.",Colina 403: Ski In/Ski Out Hike In/Hike Out Easy,17053724,L. Jay,Aigle,Leysin,46.34708,7.015560000000001,Entire home/apt,108,2018,01,31
173509,10642370,401342170,2019-01-14,181787397,Dominik,Perfectly fine! :-),Colina 403: Ski In/Ski Out Hike In/Hike Out Easy,17053724,L. Jay,Aigle,Leysin,46.34708,7.015560000000001,Entire home/apt,108,2019,01,14
173519,10642370,403168297,2019-01-20,96372962,George,"Jay was very helpful and responsive ,very good place for ski , less than a min from the lifts , also apt is pet friendly which was perfect for our dog.",Colina 403: Ski In/Ski Out Hike In/Hike Out Easy,17053724,L. Jay,Aigle,Leysin,46.34708,7.015560000000001,Entire home/apt,108,2019,01,20
173529,10642370,406091058,2019-01-28,70621083,Mark,The stay at this residents was absolutely perfect for what we were looking for. Very close to ski lift and rental places and Jay was very helpful before and during our visit to Leysin. Would recommend to anybody looking to stay in Leysin.,Colina 403: Ski In/Ski Out Hike In/Hike Out Easy,17053724,L. Jay,Aigle,Leysin,46.34708,7.015560000000001,Entire home/apt,108,2019,01,28
173659,10642370,587579487,2020-01-03,161611478,Natalia,"Die Wohnung hat sehr gute Lage mit schönem Aussucht auf die Berge. Im Winter ist es sehr bequem sofort von zuhause Ski fahren. Auch für die kleinen Kinder ist die Lage perfekt - die Übungspiste mit langem überdachtem Förderbahn ist in weniger Minuten erreichbar. Migros ist auch nicht weit, sowie Schwimmbad und einige Restaurants. 
Die Wohnung ist gross genug, passt gut für die Familie aus 3-5 Leuten. Der Esstisch ist etwas zu klein, reicht nur für 4 Personen.  
Unkomplizierter Check-in/ out. Parkplatz ist vorhanden, aber ist ziemlich eng, nicht für grosse Familienautos. 
Jay ist sehr hilfsbereit und freundlich. Vielen Dank.",Colina 403: Ski In/Ski Out Hike In/Hike Out Easy,17053724,L. Jay,Aigle,Leysin,46.34708,7.015560000000001,Entire home/apt,108,2020,01,03
173669,10642370,596566716,2020-01-23,119344775,Carolyn,"This a great place to stay in Leysin. The location is excellent, especially if you ski or snowboard because it's very close to the lifts and ski rental shop. We were able to walk to the train station,  grocery store, restaurants and pool. The view from the apartment is spectacular looking out into the valley. We loved drinking our morning coffee and looking out at the view. The kitchen has everything and bathroom is big. I would love to see Leysin in the summer with everything in bloom!  Leysin is a lovely small town and the locals were very friendly and welcoming.",Colina 403: Ski In/Ski Out Hike In/Hike Out Easy,17053724,L. Jay,Aigle,Leysin,46.34708,7.015560000000001,Entire home/apt,108,2020,01,23
173739,10645001,61117178,2016-01-31,31678641,Lauren,"Thank you Caroline and Cecile! We had an amazing weekend. Your Chalet is beautiful, clean, and very cozy. ""Just like home"" :) ",Chalet in Pays d'Enhaut - D - Chambre à louer,6839422,Caroline Et Cécile,Riviera-Pays-d'Enhaut,Rossinière,46.46482,7.051760000000001,Private room,92,2016,01,31
173919,10671372,366751848,2019-01-03,17278879,Lev,"What a beautiful chalet! We had such a wonderful time and this was exactly what we had in mind for our new year gathering with friends and family (we were 9 + a small baby). 
A remote setting and an opportunity to 'switch off' from modern living for a few days, cinematic views and plenty of opportunity to warm ourselves by the stove after a day of hiking/skiing. Nicolas was completely welcoming, hospitable and replied instantly to our messages when we had questions, meeting us at the chalet when we arrived to show us around and to tell us how everything worked. Everything was there ready for us when we arrived; the chalet was very clean and tidy and Nicolas made sure that a sleeping place for the baby was provided. 
The inside is very comfortable, decorated with love and style. We certainly have had a good week of exercise (without a car) and it has been enough to burn off all the fondue that has been consumed (not to mention the chocolate). The area that the chalet is in is jaw droppingly beautiful, we continuously had to pinch ourselves upon waking up in the morning. In an excellent spot location wise- a 25-30 minute downhill walk to the local train station- Vers L'Eglise, 3 minutes by car and if you like to walk; a 50 minute hike to Les Diablerets or a 7 ish minute drive. Unfortunately, we didn't get to spot any wild mountain goats but we were lucky enough to spot some rabbits running around. The locals in the area were very welcoming and didn't hesitate to help us find our way around the village. A perfect spot for a Swiss getaway/skiing trip (I imagine in the spring and summer it is also wonderful). We would certainly come back and highly recommend the chalet for your next trip!",CHALET WITH A CINEMATOGRAPHIC VIEW,7671907,Nicolas,Aigle,Ormont-Dessus,46.36166,7.11932,Entire home/apt,171,2019,01,03
174539,10703071,225623987,2018-01-07,70834726,Murielle,"Arlette est très accueillante et attentive aux besoins de ses hôtes. Son logement est très bien situé, extrêmement propre et très agréable","STUDIO NEAR BIOPOLE, EHL, CHUV, M2 CROISETTES",50163450,Arlette,Lausanne,Epalinges,46.54422,6.658980000000001,Entire home/apt,64,2018,01,07
174549,10703071,228558691,2018-01-20,155881713,Charlotte,"Really nice studio flat with everything that you need. The hosts were very nice and enquired several times during my two-week stay if everything was all right. Nice cooking facilities and own bathroom. Very close to metro station, food shopping, couple of restaurants and a cafe. Huge range of information on Lausanne.  Could not have wished for a better place. ","STUDIO NEAR BIOPOLE, EHL, CHUV, M2 CROISETTES",50163450,Arlette,Lausanne,Epalinges,46.54422,6.658980000000001,Entire home/apt,64,2018,01,20
